numPasses,task,alg,pool,aggregators,mode,trainginData,hasAST,hasCFG,hasDFG,corrMean,corrSTD,topk,topkSTD,correct,correctSTD,average_corr,num
4,rank,False,max_mean_attention,max_mean_std,cat,overflow,False,True,False,0.5984196795921974,0.014943160745289221,0.5073170731707318,0.02389746090520176,0.8142857142857143,0.014285714285714268,nan,10
2,rank,False,max_mean_attention,max_mean_std,cat,termination,False,True,True,0.8461889445110872,0.006927270541659581,0.6945652173913044,0.015139552475200135,0.9683615819209039,0.006779661016949158,nan,10
2,rank,False,max_mean,max_mean_std,cat,all,True,True,True,0.7334761702995217,0.00553903647536573,0.5888086642599278,0.009491373784217088,0.8544117647058824,0.006674591598770722,0.7265695198669001,10
1,rank,False,max_mean_attention,max_mean_std,cat,all,True,False,False,0.7160844914305855,0.0049824376152515495,0.5830324909747293,0.006194723309859806,0.846875,0.0026953820401866046,0.7198846190820999,8
4,rank,False,max_mean_attention,max_mean_std,cat,all,True,False,False,0.7197904870600838,0.001793664118956355,0.5884476534296029,0.007930247615383038,0.8506302521008404,0.008605755944648744,0.7254829481316948,7
1,rank,False,max_mean_attention,max_mean_std,cat,memSafety,False,True,False,0.759080459770115,0.011186065017903202,0.6620689655172414,0.03378606541769904,0.8047619047619048,0.014285714285714301,nan,10
2,rank,False,max_mean_attention,max_mean_std,cat,all,True,False,True,0.7249381484404123,0.00841302560221866,0.5884476534296028,0.007442428927107691,0.850735294117647,0.004987007340533294,0.7236462609084496,8
3,rank,False,max_mean_attention,max_mean_std,cat,termination,False,True,True,0.8491224434409175,0.008672569425943856,0.7021739130434782,0.011857295776777948,0.9677966101694915,0.009127397978194087,nan,10
0,rank,False,max_mean_attention,max_mean_std,cat,memSafety,N/A,N/A,N/A,0.7630094043887147,0.0,0.6896551724137931,0.0,0.8095238095238095,0.0,nan,1
1,rank,False,max_mean_attention,max_mean_std,cat,overflow,False,True,False,0.5900449196457023,0.013208234075678702,0.5146341463414634,0.03170731707317075,0.8047619047619048,0.014285714285714303,nan,10
3,rank,False,max_mean_attention,max_mean_std,cat,all,True,False,True,0.7281174253804894,0.010122014113348907,0.5935619735258724,0.014361875165198563,0.8628676470588236,0.012385941564649281,0.7230521094332772,8
2,rank,False,max_mean_attention,max_mean_std,cat,all,True,False,False,0.7193426859165981,0.0029797948032951166,0.5893501805054151,0.005060951817467109,0.8520220588235294,0.005970728591511681,0.7208840892989439,8
0,rank,False,max_mean_attention,max_mean_std,cat,termination,N/A,N/A,N/A,0.822961649459444,0.0,0.6793478260869565,0.0,0.96045197740113,0.0,nan,1
2,rank,False,max_mean_attention,max_mean_std,cat,overflow,False,True,False,0.5971934739246855,0.004988789822595784,0.4975609756097562,0.027159826160146457,0.8142857142857143,0.01428571428571427,nan,10
1,rank,False,max_mean_attention,max_mean_std,cat,termination,False,True,True,0.8468124076125962,0.0034312728264475766,0.6945652173913043,0.013488775702163973,0.9700564971751412,0.005677895831141744,nan,10
10,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,True,0.7428581071317093,0.00664237065063672,0.592057761732852,0.006016847172081841,0.8602941176470589,0.0029411764705882804,0.7353808941059516,2
4,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,False,0.7253581942580153,0.0029296430388501262,0.5844937252879491,0.0100210360266733,0.8596638655462184,0.00942806961021719,0.7258274753512532,7
1,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,False,0.729163430168244,0.01289941347593621,0.5861913357400722,0.009521791346629626,0.8516544117647059,0.010717085181726763,0.7293566468377342,8
2,rank,False,max_mean_attention,max_mean_std,cat,all,False,True,True,0.7362600681424954,0.0071806611662274715,0.5926594464500602,0.011769051503307964,0.8644117647058824,0.008076194245732936,0.7283723613081075,10
4,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,True,0.7345654091689368,0.00376510553513993,0.5860409145607701,0.011196602707879522,0.8552521008403361,0.009558246358048176,0.7302964247441576,7
2,rank,False,mean,max_mean_std,cat,all,True,True,True,0.7175997905910537,0.007402429048479178,0.5707581227436822,0.015222028783640098,0.8395588235294117,0.009675755382115271,0.7039926655393747,10
3,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,True,0.7376262820988948,0.008644945592387328,0.5994283995186522,0.006871795295126624,0.8555147058823529,0.00622833615665347,0.7314454427978458,8
2,rank,False,max_mean_attention,max_mean_std,cat,termination,False,True,False,0.8416015626258353,0.010000281972971424,0.6875,0.012918330786961658,0.9621468926553671,0.010122301054897689,nan,10
4,rank,False,max_mean_attention,max_mean_std,cat,all,False,True,True,0.7448038090853679,0.003400326261004552,0.5941034897713597,0.011692516058268348,0.8613235294117647,0.011277599747081089,0.735483432800885,10
1,rank,False,max_mean_attention,max_mean_std,cat,all,False,True,True,0.7361330067811608,0.016074564593831334,0.5888487765744084,0.007600198684916343,0.8691176470588236,0.013262499273008533,0.7235609871149492,6
4,rank,False,max_mean_attention,max_mean_std,cat,termination,False,True,False,0.8426157395113016,0.009612687184579907,0.6858695652173912,0.015333408673549896,0.9615819209039549,0.00422786145398186,nan,10
2,rank,False,max_mean_attention,max_mean_std,cat,reachSafety,False,True,False,0.6972557751911687,0.004894330659438866,0.5705372616984402,0.01833815468479903,0.8290672451193059,0.01171366594360086,nan,10
3,rank,False,max_mean_attention,max_mean_std,cat,memSafety,False,True,True,0.7651807319411968,0.010525125974376307,0.6413793103448275,0.022873274416244135,0.8095238095238095,0.0,nan,10
3,rank,False,max_mean_attention,max_mean_std,cat,all,False,True,False,0.7342184326959192,0.008568401039082083,0.5949993314614254,0.008971379166849184,0.8609477124183006,0.014934676277470409,0.7250894788663048,9
4,rank,False,max_mean_attention,max_mean_std,cat,all,False,True,False,0.7446063886201637,0.004573101044957403,0.5912555154432411,0.01355535118228304,0.8735294117647059,0.011391127488845335,0.7315040078568532,6
4,rank,False,max_mean_attention,max_mean_std,cat,overflow,False,True,True,0.5930629156263226,0.018016532721173352,0.5,0.03317431831398887,0.8142857142857143,0.01428571428571427,nan,10
4,rank,False,max_mean_attention,max_mean_std,cat,memSafety,False,True,False,0.7587405786461405,0.00847709766650185,0.6551724137931034,0.021808811449437106,0.8095238095238095,0.0,nan,10
2,rank,False,max_mean_attention,max_mean_std,cat,overflow,False,True,True,0.5848041389504803,0.019877957749860408,0.5195121951219512,0.02195121951219514,0.8142857142857143,0.01428571428571427,nan,10
4,rank,False,max_mean_attention,max_mean_std,cat,memSafety,False,True,True,0.7594025278966507,0.012263441018299123,0.6620689655172413,0.01379310344827589,0.8095238095238095,0.0,nan,10
2,rank,False,max,max_mean_std,cat,all,True,True,True,0.7301288151300342,0.00572227317809227,0.5886883273164861,0.013886278446932993,0.8554411764705883,0.009576905973626447,0.7255813787564815,10
0,rank,False,max_mean_attention,max_mean_std,cat,all,N/A,N/A,N/A,0.706339421928529,0.008762928340423637,0.5764139590854392,0.004813477737665495,0.8544117647058824,0.00882352941176473,0.7098862240459045,2
4,rank,False,max_mean_attention,max_mean_std,cat,termination,False,True,True,0.8442271496336394,0.004242395982929391,0.6929347826086957,0.011464686472678814,0.972316384180791,0.003954802259887005,nan,10
5,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,True,0.7265854008655531,0.010527870143826501,0.5812274368231047,0.004813477737665439,0.8411764705882353,0.002941176470588225,0.7248025966960028,2
1,rank,False,max_mean_attention,max_mean_std,cat,reachSafety,False,True,False,0.7020771328002825,0.011601098119347135,0.5630849220103986,0.008715626315896115,0.8329718004338394,0.01080251592016377,nan,10
3,rank,False,max_mean_attention,max_mean_std,cat,all,False,True,True,0.7417117257614295,0.0038386241598919756,0.5961191335740073,0.008550223520530881,0.8621323529411765,0.013432960225327287,0.7346042489582469,8
6,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,True,0.7429864864619617,0.007415066890095745,0.6064981949458483,0.004813477737665439,0.8610294117647059,0.006617647058823561,0.743158837479224,2
3,rank,False,max_mean_attention,max_mean_std,cat,reachSafety,False,True,False,0.7090089063270708,0.014460975975470353,0.5788561525129983,0.005199306759098789,0.8486984815618221,0.010777986396069273,nan,4
8,rank,False,max_mean_attention,max_mean_std,cat,all,True,True,True,0.738279364334827,0.0,0.5836341756919374,0.0,0.8455882352941176,0.0,0.7200617050979883,1
